TIME;SENDER_ID;COUNTER;REQUEST_ID;RESULT;REQUEST_UUID;DESTINATION;PERIOD_TIMESCALE;PERIOD_VALUE;LIFETIME_TIME_SCALE;LIFETIME_VALUE;ACTION;SENSOR_ACTUATOR_TYPE;DATA_TYPE;SYNTHETIC_DATA;THRESHOLD_NUMBER;SENSOR_IF_THRESHOLD;THRESHOLD_TYPE;THRESHOLD_VALUE;SENSOR_TYPE_MORE_THRESHOLD;
Wed Jun 26 13:27:01 CEST 2013;29;0;1;112;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:02 CEST 2013;29;1;1;115;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:03 CEST 2013;29;2;1;111;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:04 CEST 2013;29;3;1;114;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:05 CEST 2013;29;4;1;116;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:06 CEST 2013;29;5;1;116;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:07 CEST 2013;29;6;1;117;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:08 CEST 2013;29;7;1;114;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:09 CEST 2013;29;8;1;114;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:10 CEST 2013;29;9;1;113;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:11 CEST 2013;29;10;1;109;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:12 CEST 2013;29;11;1;119;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:13 CEST 2013;29;12;1;114;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:14 CEST 2013;29;13;1;115;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:15 CEST 2013;29;14;1;114;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:16 CEST 2013;29;15;1;113;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:17 CEST 2013;29;16;1;112;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:18 CEST 2013;29;17;1;112;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:19 CEST 2013;29;18;1;111;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:20 CEST 2013;29;19;1;120;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:21 CEST 2013;29;20;1;114;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:22 CEST 2013;29;21;1;113;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:23 CEST 2013;29;22;1;112;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:24 CEST 2013;29;23;1;114;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:25 CEST 2013;29;24;1;113;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:26 CEST 2013;29;25;1;122;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 13:27:27 CEST 2013;29;26;1;120;3b25ca43-6759-4fa8-9b72-6e9b2653a830;1;0;1;0;30;0;LIGHT;0;0;0;0;
