TIME;SENDER_ID;COUNTER;REQUEST_ID;RESULT;REQUEST_UUID;DESTINATION;PERIOD_TIMESCALE;PERIOD_VALUE;LIFETIME_TIME_SCALE;LIFETIME_VALUE;ACTION;SENSOR_ACTUATOR_TYPE;DATA_TYPE;SYNTHETIC_DATA;THRESHOLD_NUMBER;SENSOR_IF_THRESHOLD;THRESHOLD_TYPE;THRESHOLD_VALUE;SENSOR_TYPE_MORE_THRESHOLD;
Wed Jul 31 16:25:11 CEST 2013;101;0;1;59;c8faea51-1419-4cfc-8390-e05c61e1ab4c;101;0;60;1;60;0;ELECTRICITY;0;1;0;0;
Wed Jul 31 16:26:11 CEST 2013;101;1;1;35;c8faea51-1419-4cfc-8390-e05c61e1ab4c;101;0;60;1;60;0;ELECTRICITY;0;1;0;0;
Wed Jul 31 16:27:11 CEST 2013;101;2;1;36;c8faea51-1419-4cfc-8390-e05c61e1ab4c;101;0;60;1;60;0;ELECTRICITY;0;1;0;0;
Wed Jul 31 16:27:54 CEST 2013;39;0;2;28;61f0b5c5-2baf-44b6-bf5d-d001de661057;39;1;1;1;60;0;TEMPERATURE;0;1;0;0;
Wed Jul 31 16:28:09 CEST 2013;39;1;3;573;d2840962-3668-411a-91ef-7072b4069b1f;39;1;1;1;60;0;LIGHT;0;1;0;0;
Wed Jul 31 16:28:11 CEST 2013;101;3;1;37;c8faea51-1419-4cfc-8390-e05c61e1ab4c;101;0;60;1;60;0;ELECTRICITY;0;1;0;0;
Wed Jul 31 16:28:54 CEST 2013;39;2;2;28;61f0b5c5-2baf-44b6-bf5d-d001de661057;39;1;1;1;60;0;TEMPERATURE;0;1;0;0;
Wed Jul 31 16:28:56 CEST 2013;39;3;4;997;38b218cc-5c6d-484b-82e5-531a6a6e77f1;39;1;1;1;60;0;HUMIDITY;0;1;0;0;
Wed Jul 31 16:29:08 CEST 2013;39;4;3;794;d2840962-3668-411a-91ef-7072b4069b1f;39;1;1;1;60;0;LIGHT;0;1;0;0;
Wed Jul 31 16:29:11 CEST 2013;101;4;1;35;c8faea51-1419-4cfc-8390-e05c61e1ab4c;101;0;60;1;60;0;ELECTRICITY;0;1;0;0;
Wed Jul 31 16:29:54 CEST 2013;39;5;2;28;61f0b5c5-2baf-44b6-bf5d-d001de661057;39;1;1;1;60;0;TEMPERATURE;0;1;0;0;
Wed Jul 31 16:29:56 CEST 2013;39;6;4;998;38b218cc-5c6d-484b-82e5-531a6a6e77f1;39;1;1;1;60;0;HUMIDITY;0;1;0;0;
Wed Jul 31 16:30:09 CEST 2013;39;7;3;698;d2840962-3668-411a-91ef-7072b4069b1f;39;1;1;1;60;0;LIGHT;0;1;0;0;
Wed Jul 31 16:30:11 CEST 2013;101;5;1;37;c8faea51-1419-4cfc-8390-e05c61e1ab4c;101;0;60;1;60;0;ELECTRICITY;0;1;0;0;
Wed Jul 31 16:30:54 CEST 2013;39;8;2;28;61f0b5c5-2baf-44b6-bf5d-d001de661057;39;1;1;1;60;0;TEMPERATURE;0;1;0;0;
Wed Jul 31 16:30:56 CEST 2013;39;9;4;997;38b218cc-5c6d-484b-82e5-531a6a6e77f1;39;1;1;1;60;0;HUMIDITY;0;1;0;0;
Wed Jul 31 16:31:09 CEST 2013;39;10;3;470;d2840962-3668-411a-91ef-7072b4069b1f;39;1;1;1;60;0;LIGHT;0;1;0;0;
Wed Jul 31 16:31:11 CEST 2013;101;6;1;36;c8faea51-1419-4cfc-8390-e05c61e1ab4c;101;0;60;1;60;0;ELECTRICITY;0;1;0;0;
Wed Jul 31 16:31:54 CEST 2013;39;11;2;28;61f0b5c5-2baf-44b6-bf5d-d001de661057;39;1;1;1;60;0;TEMPERATURE;0;1;0;0;
Wed Jul 31 16:31:56 CEST 2013;39;12;4;995;38b218cc-5c6d-484b-82e5-531a6a6e77f1;39;1;1;1;60;0;HUMIDITY;0;1;0;0;
