TIME;SENDER_ID;COUNTER;REQUEST_ID;RESULT;REQUEST_UUID;DESTINATION;PERIOD_TIMESCALE;PERIOD_VALUE;LIFETIME_TIME_SCALE;LIFETIME_VALUE;ACTION;SENSOR_ACTUATOR_TYPE;DATA_TYPE;SYNTHETIC_DATA;THRESHOLD_NUMBER;SENSOR_IF_THRESHOLD;THRESHOLD_TYPE;THRESHOLD_VALUE;SENSOR_TYPE_MORE_THRESHOLD;
Wed Jun 26 12:57:37 CEST 2013;8;0;2;103;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:57:38 CEST 2013;8;1;2;103;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:57:39 CEST 2013;8;2;2;102;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:57:40 CEST 2013;8;3;2;103;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:57:41 CEST 2013;8;4;2;104;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:57:42 CEST 2013;8;5;2;102;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:57:43 CEST 2013;8;6;2;101;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:57:44 CEST 2013;8;7;2;102;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:57:45 CEST 2013;8;8;2;104;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:57:46 CEST 2013;8;9;2;103;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:57:47 CEST 2013;8;10;2;102;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:57:48 CEST 2013;8;11;2;104;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:57:49 CEST 2013;8;12;2;104;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:57:50 CEST 2013;8;13;2;102;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:57:51 CEST 2013;8;14;2;102;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:57:52 CEST 2013;8;15;2;104;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:57:53 CEST 2013;8;16;2;102;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:57:54 CEST 2013;8;17;2;103;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:57:55 CEST 2013;8;18;2;104;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:57:56 CEST 2013;8;19;2;102;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:57:57 CEST 2013;8;20;2;104;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:57:58 CEST 2013;8;21;2;99;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:57:59 CEST 2013;8;22;2;76;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:58:00 CEST 2013;8;23;2;103;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:58:01 CEST 2013;8;24;2;103;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:58:02 CEST 2013;8;25;2;103;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:58:03 CEST 2013;8;26;2;103;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:58:04 CEST 2013;8;27;2;102;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:58:05 CEST 2013;8;28;2;103;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
Wed Jun 26 12:58:06 CEST 2013;8;29;2;102;16bfdc48-a027-4f61-ae7a-ab63aba31832;8;0;1;0;30;0;LIGHT;0;0;0;0;
